first_name,last_name,price,converted_price,above_100
Kayla,Alvarado,127.2410425,127.24,True
Susan,Crosby,200.3652912,200.37,True
Nathan,Harris,163.8731027,163.87,True
Michael,Daniel,4.582288435,4.58,False
Ashley,Jones,53.14943439,53.15,False
John,Wright,91.35592502,91.36,False
Melissa,Jordan,294.2154133,294.22,True
Carrie,Jackson,232.6768105,232.68,True
Rebecca,Anderson,183.1702424,183.17,True
Paul,Powell,105.1162169,105.12,True
Shawn,Baxter,81.03527984,81.04,False
Sarah,Wright,141.0101793,141.01,True
Kimberly,Romero,235.624084,235.62,True
Matthew,Washington,186.5044837,186.5,True
Kirk,Hayden,148.2501795,148.25,True
Traci,Kelley,41.56298339,41.56,False
Isabella,Chen,129.6921072,129.69,True
Melanie,Salazar,292.8461055,292.85,True
Stephanie,Lewis,76.43122945,76.43,False
Christopher,Hensley,249.1556558,249.16,True
Terry,Vincent,242.9859001,242.99,True
Jason,Alvarado,95.92027624,95.92,False
Michelle,Evans,257.2373034,257.24,True
Dennis,Benitez,87.11980487,87.12,False
Troy,Garcia,181.4054634,181.41,True
Albert,Davila,113.2109822,113.21,True
Candice,Rivera,42.88132073,42.88,False
Cole,Edwards,244.0779245,244.08,True
Danielle,Johnson,31.63041433,31.63,False
Justin,Ramirez,146.3464935,146.35,True
Elizabeth,Griffith,205.7783782,205.78,True
Kristin,Clay,260.3474682,260.35,True
Joseph,White,65.20753493,65.21,False
Marissa,Holmes,59.40240228,59.4,False
Michelle,Hamilton,91.62237167,91.62,False
Christopher,Alvarez,126.025264,126.03,True
Craig,Hogan,136.7126938,136.71,True
Melissa,Castillo,281.1608076,281.16,True
Maria,Williams,10.21292614,10.21,False
Vanessa,Thomas,20.58084145,20.58,False
Gary,Obrien,53.39582051,53.4,False
Melissa,Holt,252.2818438,252.28,True
Eric,Valenzuela,176.52775,176.53,True
Anthony,Hardy,4.902725495,4.9,False
Karen,Johnson,49.41029242,49.41,False
Richard,Hunt,249.7511997,249.75,True
Karen,Robertson,1.710967532,1.71,False
Adam,Jones,56.93252133,56.93,False
Jonathan,Fuller,14.71921636,14.72,False
Jason,Harris,151.4305855,151.43,True
Danielle,Hill,179.8454001,179.85,True
Seth,Freeman,224.5526336,224.55,True
Joseph,Davis,97.09676869,97.1,False
Sonya,Reyes,209.9855308,209.99,True
Michael,Castro,243.1786308,243.18,True
Jonathan,Collins,101.4620676,101.46,True
Eric,Hayes,279.9732949,279.97,True
Eric,Moore,77.4205876,77.42,False
Veronica,Estes,270.8232516,270.82,True
Timothy,Aguilar,133.1135532,133.11,True
Taylor,Hunt,138.2042127,138.2,True
Michael,Clarke,128.9532357,128.95,True
Cheryl,Morse,275.7612746,275.76,True
Jose,Page,184.058919,184.06,True
Matthew,Kramer,265.3917788,265.39,True
Regina,Barrera,185.2134145,185.21,True
Dr.,Sean George,53.76304189,53.76,False
Cody,Hernandez,180.9265991,180.93,True
Hunter,Smith,175.2181525,175.22,True
Andrea,Burke,256.3026305,256.3,True
Elizabeth,Patterson,290.1129725,290.11,True
Austin,Rhodes,158.1182472,158.12,True
Maurice,Thompson,224.1265422,224.13,True
Richard,Martinez,86.96423972,86.96,False
Brian,Hernandez,42.67025555,42.67,False
Samantha,Shields,149.8952175,149.9,True
Joseph,Walker,282.0494042,282.05,True
Tracy,Hernandez,215.0596081,215.06,True
Vicki,Fox,41.51250582,41.51,False
Louis,Campos,277.9062585,277.91,True
Justin,Scott,208.0660064,208.07,True
Megan,Vaughn,289.9564106,289.96,True
Mary,Hughes,15.21373926,15.21,False
Anita,Fleming,58.24742383,58.25,False
Alyssa,Melendez,273.6593194,273.66,True
Joshua,Foster DDS,253.4093833,253.41,True
Lisa,Smith,203.9611381,203.96,True
Kathy,Lee,265.446304,265.45,True
Bethany,Park,233.6891667,233.69,True
Joshua,Butler,239.8213879,239.82,True
Danielle,Potter,204.5385362,204.54,True
Kenneth,Robinson,152.7840745,152.78,True
Eric,Pineda,111.0479315,111.05,True
James,Dorsey,68.90463624,68.9,False
Michael,Miller,129.6049475,129.6,True
Danielle,Martinez,45.94938674,45.95,False
Gary,Young,212.2982372,212.3,True
Lisa,Decker,275.7158848,275.72,True
Kayla,Randolph,232.8220215,232.82,True
Peggy,Thompson,124.4664752,124.47,True
Alex,Cooper,170.205336,170.21,True
Joanne,Wilson,229.6136723,229.61,True
Maria,Adams,141.7128665,141.71,True
Julie,Horton,276.5816247,276.58,True
Jeffrey,Galvan,210.5061915,210.51,True
Christopher,Johnson,268.63027,268.63,True
Jennifer,Arias,59.59468056,59.59,False
Jocelyn,Bell,84.95454821,84.95,False
Eric,Brown,133.4007225,133.4,True
Devon,Wright,29.21576875,29.22,False
Rodney,Robles,158.9838923,158.98,True
Kara,Austin,271.4672561,271.47,True
Jeffrey,Tanner,203.7433126,203.74,True
Shaun,Nunez,153.1987664,153.2,True
Daniel,Mccall,143.271503,143.27,True
Frank,Owen,233.2015374,233.2,True
Beth,Johnson,128.7923576,128.79,True
Joshua,Clark,190.9113668,190.91,True
Gary,Jones,52.3166247,52.32,False
Nancy,Brown,115.9584052,115.96,True
Megan,Roach,18.68239346,18.68,False
Lucas,Ross,221.1269463,221.13,True
Jerry,Tucker,29.95199198,29.95,False
Timothy,Robles,76.08225475,76.08,False
Christopher,Goodwin,78.12233209,78.12,False
Philip,Wilson,22.8431316,22.84,False
Carrie,Davis,295.0481315,295.05,True
Michael,Daniel,229.951577,229.95,True
Bryan,Valenzuela,236.1493796,236.15,True
Robin,Garner,79.14737521,79.15,False
Angel,Thompson,284.7302014,284.73,True
Christopher,Morgan,216.0131402,216.01,True
Brittany,Walker,163.1107737,163.11,True
Shelby,Mann,110.9021852,110.9,True
Jodi,Wells,44.01734436,44.02,False
Terri,Gibson,92.36081224,92.36,False
Vanessa,Hernandez,105.2534499,105.25,True
Maria,Russell,114.1452708,114.15,True
Stacy,Moses,126.6504703,126.65,True
Amanda,Schneider,288.471694,288.47,True
Catherine,Lopez,182.0171244,182.02,True
Amanda,White,12.31889758,12.32,False
Karina,Spencer,128.1490023,128.15,True
Deborah,Warren,139.7675022,139.77,True
Erica,Dixon,168.6031566,168.6,True
Barbara,Gray,140.7466665,140.75,True
Deanna,Watson,264.5411986,264.54,True
Michael,Cox,136.7864833,136.79,True
Amy,Myers,92.16016851,92.16,False
Patrick,Hunter,170.4134515,170.41,True
Marvin,Murphy,212.4152504,212.42,True
Janice,Graves,223.7037682,223.7,True
Brooke,Pierce,171.9383085,171.94,True
Adam,Wells,280.2602417,280.26,True
Amanda,Atkins,283.4268495,283.43,True
Gary,Ruiz,132.504823,132.5,True
Tina,Wallace,72.91326395,72.91,False
Casey,Oconnell,16.79606077,16.8,False
Nancy,Mendoza,281.3890295,281.39,True
Luis,Nguyen,34.19827441,34.2,False
William,Graves,111.5016422,111.5,True
Sean,Brennan,269.2286668,269.23,True
Matthew,Sellers,53.50349547,53.5,False
Dorothy,Bradley,199.459603,199.46,True
Haley,Flores,252.2914062,252.29,True
Melissa,Johnson,32.70467677,32.7,False
Samuel,Tran,199.8864146,199.89,True
Amanda,Patterson,49.03325819,49.03,False
Albert,Roach,183.3743011,183.37,True
Jamie,Huffman,36.83993962,36.84,False
James,Hamilton,265.6302103,265.63,True
Joseph,Bird,18.06044758,18.06,False
Sarah,Contreras,141.4141417,141.41,True
Joshua,House,65.77031576,65.77,False
Tamara,Molina,255.2535664,255.25,True
Max,Maxwell,240.0443014,240.04,True
Jason,Daniels,269.6365982,269.64,True
Jordan,Coleman,250.0974184,250.1,True
Jasmine,Jones,33.93281405,33.93,False
Jessica,Garcia,231.8803086,231.88,True
Aaron,George,138.812708,138.81,True
Chelsey,Anderson,41.35053236,41.35,False
Rebecca,Perez,146.2313884,146.23,True
Duane,Thompson,75.06433497,75.06,False
Curtis,Clayton,138.0563371,138.06,True
George,Gonzalez,221.5737986,221.57,True
Casey,Ford,94.18806784,94.19,False
Margaret,Johnston,61.24599434,61.25,False
Eric,Mcclure,238.8775355,238.88,True
Nathan,Taylor,4.820334075,4.82,False
Kayla,Parker,222.3600766,222.36,True
Doris,Obrien,206.9493221,206.95,True
Brooke,Taylor,34.74615015,34.75,False
Kathryn,Garrett,266.1885038,266.19,True
John,Cruz,205.1406652,205.14,True
Christina,Cannon,98.5941474,98.59,False
Susan,Lewis,269.3323662,269.33,True
Pamela,Sanchez,193.7780783,193.78,True
Ms.,Stacey Wiley DDS,200.3904296,200.39,True
Melissa,Johnson DDS,201.4509484,201.45,True
Lori,Morris,38.0476094,38.05,False
Daniel,Soto,225.1621402,225.16,True
Karl,Davis,92.08925112,92.09,False
Lisa,Graves,122.8564118,122.86,True
Eric,Ray,178.344085,178.34,True
Mark,Garcia,229.2470277,229.25,True
Allison,Alvarez,275.3024614,275.3,True
Rachel,Williams,44.81715456,44.82,False
Linda,Mitchell,47.44468727,47.44,False
David,Shelton,158.7084813,158.71,True
Vanessa,Long,121.744973,121.74,True
Misty,Martin,176.9310069,176.93,True
Daniel,Gregory,132.8910493,132.89,True
Mitchell,Jones,253.9716803,253.97,True
Dawn,Scott,246.036131,246.04,True
Emily,Horn,287.4666523,287.47,True
Catherine,George,14.61491995,14.61,False
Hunter,Carlson,218.0977601,218.1,True
Thomas,Baldwin,275.4145594,275.41,True
Amy,Sellers,91.87350268,91.87,False
Alicia,Clark,241.5859155,241.59,True
Sara,Lewis,158.863849,158.86,True
Ashley,Lopez,77.89293291,77.89,False
Terry,Alvarado,161.9498178,161.95,True
Danielle,Sandoval,83.13645641,83.14,False
Jesse,Jones,214.8029616,214.8,True
Lisa,Hess,133.2037916,133.2,True
Christina,Mason,284.4863867,284.49,True
Mary,Bell,32.08889594,32.09,False
Martin,Ramirez,1.10921244,1.11,False
Stacy,Smith,161.8260635,161.83,True
Carla,Rodriguez,113.1454481,113.15,True
Johnny,Stout,134.002236,134.0,True
Jennifer,Rodriguez,256.0154481,256.02,True
Michelle,Thompson,196.6754605,196.68,True
Lisa,Lyons,148.9559785,148.96,True
Michael,Coleman,262.2090763,262.21,True
Lindsey,Williams,99.95620763,99.96,False
Karen,Hoffman,186.1046153,186.1,True
Jenny,Jones,189.5577104,189.56,True
Steven,Knight,282.995761,283.0,True
Michael,Franklin,116.8742571,116.87,True
Mason,Ross DDS,235.5549236,235.55,True
Terry,Levine,151.5220714,151.52,True
Catherine,Fletcher,36.59268024,36.59,False
Deanna,Jones,196.9406069,196.94,True
Christopher,Mitchell,22.42047146,22.42,False
John,Owens,191.4434257,191.44,True
Stephanie,Davis,287.1991494,287.2,True
Joseph,Ford,264.9354841,264.94,True
Matthew,Russell,141.2492947,141.25,True
Danielle,Burke,75.90363417,75.9,False
Stephanie,Cunningham,220.9939809,220.99,True
Brian,Proctor,263.6358197,263.64,True
Michael,Swanson,291.5713603,291.57,True
Daniel,Santos,49.26348169,49.26,False
April,Hoffman,203.4855796,203.49,True
Stephanie,Thomas,249.666722,249.67,True
Brianna,Garcia,183.3322335,183.33,True
Shannon,Berger,125.2597844,125.26,True
Kathleen,Mays,238.1656066,238.17,True
Michelle,Park,150.4001203,150.4,True
Laura,Reynolds,20.08924577,20.09,False
Ashley,Kaiser,218.399504,218.4,True
Reginald,Owens,46.55328685,46.55,False
Michael,Conway,84.09316114,84.09,False
Sheila,Pham,5.713231688,5.71,False
Christie,Smith,70.21735457,70.22,False
Allison,Carroll,27.65684629,27.66,False
Donna,Perez,187.3279401,187.33,True
Sierra,Richmond,299.4492042,299.45,True
Steven,Wallace,173.0025685,173.0,True
Jeremy,Thompson,106.6102612,106.61,True
Jennifer,Mccormick,142.7564741,142.76,True
Eric,Garcia,27.56450393,27.56,False
Matthew,Beasley,248.9927372,248.99,True
Jason,Robinson,249.4550365,249.46,True
Vicki,Espinoza,285.9638855,285.96,True
Steven,Snyder,182.0351514,182.04,True
Michelle,Randolph,70.72106315,70.72,False
Michelle,Francis,10.01541777,10.02,False
Steven,Baker,293.7505039,293.75,True
Zachary,Johnson,36.97003142,36.97,False
Marc,Velasquez,174.3901749,174.39,True
John,Carr,50.11746076,50.12,False
Kimberly,Castillo,243.873678,243.87,True
Jay,Lopez,286.8001088,286.8,True
Amanda,Bridges,81.85722081,81.86,False
Jessica,Swanson,60.96199005,60.96,False
Jose,Gonzalez,77.84428182,77.84,False
Teresa,Wright DVM,67.20289619,67.2,False
Michael,Gutierrez,185.8465011,185.85,True
Hannah,Marshall,251.8797929,251.88,True
Janice,Davis,290.3767318,290.38,True
Jessica,Crawford,254.2161442,254.22,True
Brian,Bean,293.1768543,293.18,True
Edward,Perez,217.694778,217.69,True
Adam,Miller,49.28081579,49.28,False
Veronica,Gray,140.9945255,140.99,True
Linda,Turner,238.5612942,238.56,True
Debra,Roberts,69.38949206,69.39,False
David,Sampson,77.05304682,77.05,False
Sarah,Cochran,138.6132102,138.61,True
Regina,Holland,151.2011694,151.2,True
Mario,Ortiz,27.08442817,27.08,False
Maria,Gonzalez,164.6440389,164.64,True
Albert,Perez,163.1980752,163.2,True
Daisy,Mccarthy,87.96439172,87.96,False
Anna,Leonard,75.54719134,75.55,False
Catherine,Mosley,188.3490593,188.35,True
April,Miranda,82.64651651,82.65,False
Michael,Walker,288.9294858,288.93,True
Abigail,Lam,255.3722151,255.37,True
Alan,Graham,92.78682106,92.79,False
Jennifer,Diaz,77.85479921,77.85,False
Sean,Rogers,186.3926468,186.39,True
Anthony,Jackson,200.012596,200.01,True
William,Taylor,117.9694277,117.97,True
Richard,Robinson,200.9108703,200.91,True
Nicholas,Barnes,219.4003858,219.4,True
Brittany,Austin,233.7352503,233.74,True
Robin,Schmidt,96.69826813,96.7,False
Kendra,Monroe,226.0007767,226.0,True
Nancy,Grant,23.79829866,23.8,False
Nicole,Grant,155.9845125,155.98,True
Courtney,Thompson,52.85276041,52.85,False
Jeanette,Washington,291.525558,291.53,True
James,Yates,224.8736142,224.87,True
Justin,Knox MD,115.9751733,115.98,True
Melissa,Thompson,200.8616238,200.86,True
Steven,Lee,140.357855,140.36,True
Allison,Fisher,231.493857,231.49,True
Mark,Phillips,197.2517291,197.25,True
Elijah,Harrison,151.5804694,151.58,True
Paul,Farley,9.419976358,9.42,False
Jennifer,Cole,47.39545601,47.4,False
Michael,Tucker,146.7478801,146.75,True
David,Steele,276.1640965,276.16,True
Monica,Hodges,203.3130423,203.31,True
Scott,Wallace,23.24585982,23.25,False
Antonio,Paul DDS,93.39602908,93.4,False
Melissa,Wright,68.62696415,68.63,False
Stephanie,Price,27.22765203,27.23,False
Denise,Kennedy,233.4665428,233.47,True
Melissa,Walsh,177.8587959,177.86,True
Leslie,Spence,156.2011959,156.2,True
Dr.,Rachel Walker,144.4395327,144.44,True
Donald,Horn,13.06347134,13.06,False
Christopher,Rojas,94.08806986,94.09,False
Robert,Crawford,216.6530778,216.65,True
Larry,Brown,174.1807324,174.18,True
Becky,Swanson,245.854615,245.85,True
Gary,Howard,25.93975342,25.94,False
Christopher,Marks,111.8467919,111.85,True
Bonnie,Alexander,136.6295853,136.63,True
Brandon,Stevens,77.20691708,77.21,False
Lori,Guerra,99.72772588,99.73,False
Michele,Alvarado,243.9872024,243.99,True
Christine,Lee,8.809339101,8.81,False
Jamie,Fry,159.7067216,159.71,True
Christopher,Perez,102.943584,102.94,True
Matthew,Carter,194.2873257,194.29,True
Jason,Hunter,78.76406316,78.76,False
Tyler,Henry,186.9624462,186.96,True
Tiffany,Harris,17.69659156,17.7,False
Matthew,Young MD,39.12254966,39.12,False
Juan,Brewer,152.9624792,152.96,True
Mark,Riggs,44.1758436,44.18,False
Brittany,Stewart,273.5307309,273.53,True
Terry,Davis,271.779368,271.78,True
Jessica,Oneill,157.5131207,157.51,True
Kimberly,Ortiz,55.25093947,55.25,False
Zoe,Walls,248.8666069,248.87,True
Sara,Wallace,155.8794176,155.88,True
Nicole,Jenkins,291.5121227,291.51,True
Austin,Kelly,85.87572125,85.88,False
Sarah,Knox,169.1586193,169.16,True
Alison,Carroll,115.3401313,115.34,True
Robert,Buchanan,163.3260388,163.33,True
Penny,Wilson,178.7969799,178.8,True
Leslie,Perez,77.95375736,77.95,False
Brittney,Marquez,149.1772445,149.18,True
Andrew,Bird,265.9158101,265.92,True
Maria,Hughes,12.57040265,12.57,False
Clayton,Williams,31.850547,31.85,False
Mary,Pittman,92.02540242,92.03,False
James,Garner,81.96609867,81.97,False
Randy,Middleton,117.0928987,117.09,True
Alexis,Gardner,83.35923458,83.36,False
Laurie,Garner,145.0603215,145.06,True
Danny,Bush,111.9976845,112.0,True
Joseph,Smith,291.0800293,291.08,True
Edgar,Armstrong,185.9187088,185.92,True
Samantha,Scott,97.8742131,97.87,False
Troy,Coleman,74.57492247,74.57,False
Brian,Young,130.9974595,131.0,True
Timothy,Perez,113.6574668,113.66,True
Sierra,Nguyen,110.8481766,110.85,True
Cynthia,Murphy,296.0078137,296.01,True
Julie,Diaz,269.4894015,269.49,True
Andrew,Silva,46.15639765,46.16,False
Gary,Costa,287.0365933,287.04,True
Jasmine,Berg,127.1426355,127.14,True
Glenda,Brown,85.60391824,85.6,False
Jonathan,Boone,172.4624408,172.46,True
Cynthia,Jimenez,51.80996198,51.81,False
Cynthia,Morgan,283.3294115,283.33,True
Dwayne,Browning,14.24525264,14.25,False
Brittany,Lewis,150.9075783,150.91,True
Zachary,Johnson,139.6464165,139.65,True
Kayla,Wilson,48.84395071,48.84,False
Andrew,Doyle,245.0864465,245.09,True
Jennifer,Parks,12.79843948,12.8,False
Daniel,Phelps MD,176.735085,176.74,True
Lindsey,Quinn,57.57356582,57.57,False
Brian,Walker,34.96349578,34.96,False
Bradley,Curry,104.0291615,104.03,True
Roy,Cohen,148.4924569,148.49,True
David,Black,148.4850266,148.49,True
Julie,Gonzales,275.8513843,275.85,True
Paula,Williams,190.6605351,190.66,True
James,Clark,117.5715047,117.57,True
Christopher,Robinson,14.26584056,14.27,False
William,Carr,85.40738917,85.41,False
Todd,Dunlap,38.32006005,38.32,False
Kimberly,Morales,206.4438618,206.44,True
Jesse,Welch DDS,267.5034898,267.5,True
Laura,Leblanc,205.9617908,205.96,True
Susan,Parker,7.389760853,7.39,False
Laurie,Harris,229.6976024,229.7,True
Natalie,Lawrence,86.76833663,86.77,False
Kara,Hanson,275.4377145,275.44,True
Joseph,Walker,135.4741342,135.47,True
Gregory,Davis,155.6667394,155.67,True
Paul,Erickson,192.4996457,192.5,True
Preston,Holmes,36.86205402,36.86,False
Joy,Buck,40.94451902,40.94,False
Brian,Sherman,279.4530254,279.45,True
Brandon,Davis,17.82461557,17.82,False
Patricia,Hamilton,63.2328385,63.23,False
Shawn,Garcia,227.491116,227.49,True
William,Stone,48.99103482,48.99,False
Brian,Cunningham,294.7646142,294.76,True
Shawn,Norman,113.8520429,113.85,True
Evan,Ibarra,32.32820193,32.33,False
Logan,Porter,157.574472,157.57,True
Kerry,Gibson,216.9486908,216.95,True
Christine,Parsons,232.117075,232.12,True
Erica,Chung,204.1409177,204.14,True
Alan,Collins,29.58632408,29.59,False
John,Robinson,60.37353075,60.37,False
Monique,Santos,82.08256587,82.08,False
Nicole,Mason,190.2387349,190.24,True
Michael,Knight,238.7576833,238.76,True
John,Bishop,18.29168554,18.29,False
Christopher,Odom,282.9931871,282.99,True
Michael,Walker,149.8428493,149.84,True
Crystal,Wall,187.5868027,187.59,True
Christian,Ramirez,258.4106206,258.41,True
Kevin,Rowland,185.6410425,185.64,True
Candice,Mcintosh,266.2706673,266.27,True
Leslie,Hoffman,282.0595113,282.06,True
James,Johnson,263.3739193,263.37,True
Jennifer,Shepherd,183.9723914,183.97,True
Susan,Tucker,187.4994162,187.5,True
Michele,Harvey,271.0984188,271.1,True
Teresa,Collins,186.971541,186.97,True
Jonathan,Leblanc,128.2066648,128.21,True
Stephanie,Morgan,209.8417398,209.84,True
Michael,Duran,67.48301306,67.48,False
Daniel,Cannon,193.3728586,193.37,True
Kayla,Butler,157.4052214,157.41,True
Jimmy,Harrell,162.6953645,162.7,True
Jeffery,Fuentes,32.984417,32.98,False
Lucas,Rivera,280.9708055,280.97,True
Mark,Le,197.9575702,197.96,True
Taylor,Myers,92.37292177,92.37,False
Robert,Berger,41.58251872,41.58,False
Victor,White,71.28349376,71.28,False
Caroline,Powell,59.57791041,59.58,False
Erica,Austin,225.3624114,225.36,True
Douglas,Henry,260.1867786,260.19,True
Monica,Miller,45.66425505,45.66,False
Kimberly,Martin,42.84980233,42.85,False
Felicia,Larson,184.2056338,184.21,True
Cassandra,Frazier,19.26672707,19.27,False
Heather,Phelps,119.0145624,119.01,True
John,Hart,181.2802443,181.28,True
Meredith,Moore,84.42598279,84.43,False
Isabel,Pratt,24.78342559,24.78,False
Misty,Martin,269.9902036,269.99,True
Jessica,Richards,64.72664573,64.73,False
Margaret,Campbell,174.2986324,174.3,True
Michael,Frazier,47.5799292,47.58,False
Michael,Sharp,115.6658502,115.67,True
Cindy,Pena,152.2234362,152.22,True
Jacob,Dominguez,153.4779672,153.48,True
Cody,Scott,66.56588387,66.57,False
Nicole,Coffey,118.1952751,118.2,True
Crystal,Snyder,155.4661092,155.47,True
Matthew,Love,285.0975409,285.1,True
Marcus,Ortega,188.1094588,188.11,True
Jason,Jackson,99.20589923,99.21,False
Daniel,Ramos,58.31985367,58.32,False
Raymond,Wilson,200.3855625,200.39,True
Lindsey,Garcia,170.9951265,171.0,True
Donna,Orr,40.46338096,40.46,False
Wendy,Horn,5.929938406,5.93,False
Mario,Mclaughlin,90.33380664,90.33,False
Benjamin,Barron,20.67124478,20.67,False
Mark,Moss,33.79532722,33.8,False
Travis,Garza,82.87258331,82.87,False
George,Lopez,0.942247688,0.94,False
Gabriel,Barnes,69.59826205,69.6,False
Daniel,Johnson,214.52403,214.52,True
Mitchell,Davis,158.7827112,158.78,True
Mark,White,56.21176867,56.21,False
Michael,Foster,115.2422325,115.24,True
Pamela,Solis,66.64708198,66.65,False
Maxwell,Frost,0.006023502,0.01,False
Chad,Jones,67.87794806,67.88,False
Don,Mcdaniel,228.5918739,228.59,True
Lisa,Morrison,73.99054689,73.99,False
Jeffrey,Clark,239.4386554,239.44,True
Melissa,Santiago,128.2616391,128.26,True
Jason,Adams,21.57128968,21.57,False
Wendy,Myers,263.6809245,263.68,True
Norman,Wade,99.62709317,99.63,False
Roberto,Brown,215.0393467,215.04,True
Casey,Wright,280.2032307,280.2,True
Juan,Rivera,91.13816713,91.14,False
Terry,Gallegos,268.5844733,268.58,True
Timothy,Jones,153.2228831,153.22,True
Sarah,Crawford,230.5178921,230.52,True
Christopher,Hammond,263.0958332,263.1,True
Ashley,Cantu,285.4035791,285.4,True
Mathew,Harris,46.60501825,46.61,False
David,Williams,193.4019531,193.4,True
Catherine,Novak,184.8954159,184.9,True
Jonathan,Cobb,42.21066367,42.21,False
Elizabeth,Alexander,98.44514553,98.45,False
Michelle,Fisher,77.16597054,77.17,False
David,Griffith,180.0253758,180.03,True
Suzanne,Murray,178.4727015,178.47,True
Antonio,Beasley,28.09527269,28.1,False
Terry,Hobbs,216.5892977,216.59,True
Kathleen,Chan,211.1899937,211.19,True
Audrey,Adkins,285.6616197,285.66,True
Jonathan,Patel,148.8803996,148.88,True
Micheal,Baker,134.5542406,134.55,True
Brandon,Stein,164.6600325,164.66,True
Annette,Douglas,10.02846956,10.03,False
Jeffery,Webb,269.1493543,269.15,True
Michael,Miller,200.0992596,200.1,True
Cassandra,Mcintyre,127.0227848,127.02,True
Brittany,Allen,215.7370745,215.74,True
Erin,Robinson,79.41903827,79.42,False
Anthony,Sims,77.62412955,77.62,False
Craig,Jones,51.50213971,51.5,False
Annette,Peterson,228.6450015,228.65,True
Victor,Reed,45.41500465,45.42,False
Nathan,Love,84.66811649,84.67,False
William,Chavez,17.55060564,17.55,False
Patrick,Kennedy,203.3891368,203.39,True
Andrea,Jones,246.2089544,246.21,True
Michele,Mathews,59.39395122,59.39,False
Yolanda,Romero,155.2585808,155.26,True
Abigail,Beck,26.82615918,26.83,False
Christopher,Hughes,261.934458,261.93,True
Kristina,Gutierrez,293.9955524,294.0,True
Cristina,Cervantes,145.7719613,145.77,True
Victor,Johnson,32.81941552,32.82,False
Lauren,Page,111.9234731,111.92,True
Charles,Orozco,65.25318711,65.25,False
Andrea,Bowen,30.27521428,30.28,False
Caleb,Smith,213.5434658,213.54,True
Christine,Bradford,291.8448556,291.84,True
Pamela,Lee,128.3788861,128.38,True
Ronald,Steele,287.8604109,287.86,True
Tami,Lynch,123.3850543,123.39,True
Thomas,Glenn,124.1799535,124.18,True
