first_name,last_name,price,converted_price,above_100
Jessica,Allison,104.742308,104.74,True
Christian,Grant,99.11707917,99.12,False
Edward,Watson,180.3535589,180.35,True
Derrick,Cooke,142.090116,142.09,True
Arthur,Hall MD,235.9669749,235.97,True
Sean,Patrick,139.4507994,139.45,True
Heather,Collins,127.3925734,127.39,True
Megan,Gomez,107.8624451,107.86,True
William,Hale,114.6709254,114.67,True
Olivia,Thompson,8.608441014,8.61,False
Lori,Torres,18.85827433,18.86,False
Vickie,Hernandez,214.9321807,214.93,True
Kimberly,Brown,40.3199327,40.32,False
Sherry,Meza,182.8545499,182.85,True
Phillip,Hansen,44.11611704,44.12,False
Jeanette,Knight,28.68694329,28.69,False
Kayla,Hanson,27.63036397,27.63,False
James,Johnston,284.4290554,284.43,True
Dr.,John Porter,53.72799274,53.73,False
Elizabeth,Reyes,93.68075684,93.68,False
Kristen,Henry,77.00624357,77.01,False
Claudia,Anderson,160.3401593,160.34,True
Nicholas,Webb,18.71038619,18.71,False
Allison,Cooper,206.0421068,206.04,True
Zachary,Barnes,280.7741315,280.77,True
Gregory,Hill III,265.9765808,265.98,True
Terry,Ayers,16.51163899,16.51,False
Jessica,Wilson,290.4095461,290.41,True
Daniel,Frazier,190.3291917,190.33,True
Brian,Welch,218.2505083,218.25,True
Carol,Chavez,123.1834427,123.18,True
Ethan,Mcdonald,214.3503174,214.35,True
Gerald,Martinez,57.54786356,57.55,False
Eric,King,59.87926423,59.88,False
Sylvia,Walters,110.9463132,110.95,True
Jonathan,Lane,64.46710142,64.47,False
Matthew,Turner,180.2628702,180.26,True
Jeffrey,Bauer,30.51584181,30.52,False
Jessica,Shaffer,54.90193651,54.9,False
Chris,Spencer,251.3752831,251.38,True
Mary,Clarke,236.0529879,236.05,True
Timothy,Mendoza,105.9834816,105.98,True
Alicia,Hoffman,182.343699,182.34,True
Joseph,Gardner,144.8091344,144.81,True
Rachael,Rangel,297.9496406,297.95,True
Jeffrey,Harrington,194.2716338,194.27,True
Sophia,Randolph,158.543126,158.54,True
Debbie,Freeman,275.8719167,275.87,True
Matthew,Braun,201.7749657,201.77,True
Sheri,Hudson,268.3748402,268.37,True
Mary,King,204.0785754,204.08,True
Beth,Davis,155.0680648,155.07,True
Margaret,Castillo,193.9063244,193.91,True
Tommy,Sandoval,172.283041,172.28,True
Christopher,Hines,46.55435299,46.55,False
Richard,Wright,208.3596969,208.36,True
Michael,Brown,278.5230886,278.52,True
Nathan,Yu,134.1895098,134.19,True
Cameron,Ford,248.8921382,248.89,True
Carla,Hayes,265.3745759,265.37,True
Marissa,Matthews,136.0925777,136.09,True
Dr.,Samuel Thompson,237.1592416,237.16,True
Gary,Figueroa,168.9447684,168.94,True
Michael,West,146.8886849,146.89,True
Martin,Walton,140.3400576,140.34,True
Zachary,Lee,8.667301583,8.67,False
Christopher,Stephenson,67.01185633,67.01,False
Eric,Ortiz,117.7242458,117.72,True
Kara,Pittman,56.23964364,56.24,False
Andrew,Cowan,295.9391812,295.94,True
Rhonda,Moss DDS,259.0397505,259.04,True
Sarah,Williams,92.82627714,92.83,False
Carolyn,Collins,236.2472888,236.25,True
Larry,Mooney,135.2701794,135.27,True
Laura,Livingston,294.2580699,294.26,True
Candace,Mckenzie,84.58145758,84.58,False
Candace,Wallace,124.7464543,124.75,True
Jason,White,218.4318041,218.43,True
Patricia,Reynolds,89.01176826,89.01,False
Michael,Ellison,244.4717106,244.47,True
Melissa,Robles,238.4560967,238.46,True
Heidi,Fry,109.6264717,109.63,True
James,Smith,163.9573856,163.96,True
Charles,Ruiz,48.45811847,48.46,False
Stephanie,Green DDS,9.144974191,9.14,False
Stacey,Garcia,106.6192039,106.62,True
Glenda,Burke,206.3635063,206.36,True
Zachary,Alvarez,104.052369,104.05,True
Rachel,Shaw,2.448211506,2.45,False
Carmen,Beard,269.623685,269.62,True
Tony,Daniels,186.9035775,186.9,True
Randy,Mora,70.74105982,70.74,False
George,Aguirre,128.9497508,128.95,True
James,Miller,297.0405639,297.04,True
Jacqueline,Williams,17.30622156,17.31,False
April,Taylor,121.2898903,121.29,True
Robert,Johnson,131.6237779,131.62,True
Gary,White,280.9706506,280.97,True
Kim,Lowe,192.7758756,192.78,True
Samantha,Jones,136.3415564,136.34,True
Randy,Lozano,16.30104965,16.3,False
Arthur,Chavez,6.903795238,6.9,False
Melissa,Miller,162.6066945,162.61,True
Leslie,Mccormick,282.5021066,282.5,True
Carlos,Rubio,63.21802404,63.22,False
David,York,86.53219266,86.53,False
Gabriella,Anthony,7.638645405,7.64,False
Olivia,Poole,117.854172,117.85,True
Wayne,Wilson,74.67047228,74.67,False
Elizabeth,Moore,267.3988136,267.4,True
Janice,Campbell,33.4533981,33.45,False
Julie,Johnson,63.64156782,63.64,False
Misty,Cantrell,189.0392091,189.04,True
Robert,Soto,109.0138357,109.01,True
Brenda,Cowan,60.84957659,60.85,False
Kelly,Guerrero,259.5112157,259.51,True
David,Nichols,19.48524858,19.49,False
Kayla,Taylor,186.2356283,186.24,True
Antonio,Garcia,125.4772126,125.48,True
Tyler,Cisneros,186.5898295,186.59,True
Jillian,Crawford,158.8172773,158.82,True
Karl,Pierce,132.7746811,132.77,True
Joann,Taylor,276.9621962,276.96,True
Jennifer,Jenkins,59.12858208,59.13,False
Nancy,Brown,78.87073418,78.87,False
Emma,Munoz,120.8428757,120.84,True
Shawn,Galloway,141.0298622,141.03,True
Melissa,Mcguire,213.0821204,213.08,True
Bryan,Chavez,125.396156,125.4,True
Fernando,Salazar,256.1537305,256.15,True
Megan,Moore,251.3477985,251.35,True
Robert,Williams,175.209725,175.21,True
Dennis,Sanford,29.45043264,29.45,False
Kimberly,Herrera,154.8076505,154.81,True
Gloria,Potts,289.1049353,289.1,True
Suzanne,Barnett,8.470995351,8.47,False
Leah,Myers,44.5579739,44.56,False
Kylie,Thomas,13.45341602,13.45,False
Amanda,Murphy,50.55321552,50.55,False
Christopher,Matthews,282.3634971,282.36,True
Nicole,Parks,52.28399767,52.28,False
Bobby,Martin,205.4899695,205.49,True
Kevin,Chambers,121.1711016,121.17,True
Kimberly,Lawson,250.2880742,250.29,True
Rachel,Lopez,101.8881123,101.89,True
Christopher,Clay,219.3845088,219.38,True
Daniel,Martin,0.30019336,0.3,False
William,Taylor,66.55747014,66.56,False
Steven,Johnson,111.293282,111.29,True
Daniel,Miller,80.57756789,80.58,False
Taylor,Bryant,187.6315408,187.63,True
Lauren,Jones,194.7926312,194.79,True
Lindsey,Robertson,22.73764686,22.74,False
Allison,Thomas,168.3334975,168.33,True
Vernon,Bishop,216.1870446,216.19,True
Susan,Parsons,132.918526,132.92,True
Brady,Snyder,210.3960863,210.4,True
Brent,Mcgrath,174.6983567,174.7,True
Peter,Smith,278.6080181,278.61,True
Deborah,Fox,248.1228234,248.12,True
Heather,Collins,147.4274074,147.43,True
Phillip,Meyers,102.7977472,102.8,True
Nicholas,Hubbard,275.4008364,275.4,True
Misty,Ramirez,62.31681444,62.32,False
Scott,Johnson,85.87388958,85.87,False
Jay,Nixon,253.4674787,253.47,True
Tony,Hall,61.19716522,61.2,False
Taylor,Smith,41.49264584,41.49,False
Mark,Reynolds,70.49794436,70.5,False
Marilyn,Christensen,155.4854533,155.49,True
Denise,Atkins,185.451601,185.45,True
Melissa,Gonzales,228.0025997,228.0,True
Henry,Hoffman,229.6628876,229.66,True
Daisy,Davenport,59.52753518,59.53,False
Christopher,Paul,122.7131699,122.71,True
Kevin,Craig,148.2010516,148.2,True
Natalie,Coleman,122.1440452,122.14,True
Jeremy,Strickland,130.8435662,130.84,True
Gary,Bonilla,162.6152534,162.62,True
Amanda,Richards,236.5957164,236.6,True
Heidi,Perez,245.1757228,245.18,True
Robert,Johnson,174.6922346,174.69,True
Gary,Mills,183.8363212,183.84,True
Chelsea,Caldwell,16.12083718,16.12,False
John,Frye,223.2774175,223.28,True
Michael,Strong,220.4122322,220.41,True
Christopher,Delgado,85.78279752,85.78,False
Whitney,Wallace,253.4556183,253.46,True
Rebecca,Martinez,59.68320226,59.68,False
Marissa,Mccoy,116.9634653,116.96,True
Ricky,Kerr,38.99584409,39.0,False
Anna,Campbell,249.9213404,249.92,True
Marie,Walters,73.38808729,73.39,False
Robert,Martin,38.22288302,38.22,False
Marc,Davis,162.2802619,162.28,True
James,Dixon,159.3794328,159.38,True
Vicki,Ramirez,186.1602427,186.16,True
Krista,Campbell,161.2338436,161.23,True
Lauren,Patterson,170.2123273,170.21,True
Megan,Clark,290.2581556,290.26,True
Judy,Zimmerman,219.5888255,219.59,True
Joseph,Williams MD,210.7841859,210.78,True
Lori,Acevedo,210.6602899,210.66,True
William,Taylor,275.6331763,275.63,True
Dawn,Snyder,248.9840417,248.98,True
Jennifer,Simmons,80.68353707,80.68,False
Alyssa,Nunez,163.8009002,163.8,True
Robert,Black,63.92800482,63.93,False
Julia,Young,239.2396683,239.24,True
Melinda,Barnes,227.2506352,227.25,True
Mr.,Brett Armstrong,154.1341836,154.13,True
Erik,Stevenson,246.0040722,246.0,True
Daniel,George,34.80089308,34.8,False
Lindsey,Jones,197.7020395,197.7,True
Virginia,Lopez,227.4255915,227.43,True
Andrew,Brown,92.88318049,92.88,False
Donna,Lowery,264.8326094,264.83,True
Alexis,Andrade,6.313985183,6.31,False
Alyssa,Pierce,47.74032516,47.74,False
Tara,Johnson,38.26768696,38.27,False
Michael,Brady,162.0594322,162.06,True
James,Rhodes,51.92414009,51.92,False
Pamela,Scott,42.43333392,42.43,False
Martin,Ward,170.9498248,170.95,True
Kristina,Hernandez,107.6915718,107.69,True
Robert,Bush,87.18004191,87.18,False
Rebecca,Larson,214.3895725,214.39,True
Brittany,Watson,190.520018,190.52,True
Ryan,Ramirez,249.7287913,249.73,True
Edward,Burns,87.64996993,87.65,False
John,Prince,31.73842034,31.74,False
Ashley,Boyer,107.6625992,107.66,True
James,Dean,61.6954542,61.7,False
Natalie,Gordon,268.2800094,268.28,True
Ryan,Smith,136.207813,136.21,True
Stephen,Thompson,54.29639714,54.3,False
William,Delgado,96.25442517,96.25,False
Brian,Johnson,124.929208,124.93,True
James,Patel,216.6056429,216.61,True
Allen,Rogers,145.4342467,145.43,True
Aimee,Reyes,277.6656815,277.67,True
Susan,Williams,255.2153532,255.22,True
Edward,Griffin,108.6205222,108.62,True
Debra,Baker,296.5003089,296.5,True
Yvette,Kramer,279.9371174,279.94,True
Alyssa,Williams DVM,270.8972241,270.9,True
John,Cunningham,173.0242833,173.02,True
Dana,Gilbert,86.51917139,86.52,False
Stephen,Henry,146.1515578,146.15,True
Bradley,James,137.9824935,137.98,True
Melinda,Peters,16.83003044,16.83,False
Robert,Goodman,213.5423984,213.54,True
Leslie,Moore,195.9630799,195.96,True
Sarah,Gray,270.7947288,270.79,True
Amy,Haynes,258.5062773,258.51,True
Gary,Dean,184.425152,184.43,True
Jonathan,Duran,224.5361417,224.54,True
Elizabeth,Ruiz,124.6694495,124.67,True
Caitlin,Lewis,196.3598959,196.36,True
Micheal,Blackburn,10.44317525,10.44,False
Sheryl,Mccarthy,159.9519731,159.95,True
Lisa,Smith,150.9122679,150.91,True
Jared,Juarez,247.5606457,247.56,True
Brett,Castro,217.3328585,217.33,True
Jessica,Murray,175.3022184,175.3,True
Austin,Coffey,16.25913962,16.26,False
Shelly,Jacobs,3.856762052,3.86,False
Elizabeth,Logan,298.7423281,298.74,True
Cody,Anderson,128.0814967,128.08,True
Kayla,Wood,256.052876,256.05,True
Paul,Singh DDS,157.9636169,157.96,True
James,Mays,245.2433072,245.24,True
Thomas,Moore,244.5914982,244.59,True
Linda,Pacheco,299.604007,299.6,True
Jenny,Clark,66.32311808,66.32,False
Patrick,Guzman,223.4965981,223.5,True
Mr.,Scott Peters,229.487331,229.49,True
John,Stevenson,23.09927229,23.1,False
Kristina,Brooks,154.6805826,154.68,True
Nancy,Aguilar,63.38787527,63.39,False
Robert,Brown,132.7329536,132.73,True
Jessica,Williams,255.9581577,255.96,True
David,Brown,290.5944806,290.59,True
Dorothy,Munoz,242.56454,242.56,True
Jason,Lawson,76.09246622,76.09,False
James,Hall,167.9698314,167.97,True
Patricia,Carpenter,46.08147123,46.08,False
Jeff,Cardenas,64.36052627,64.36,False
Michelle,Johnson,19.18945036,19.19,False
Frank,Madden,17.34021424,17.34,False
George,Tanner,291.4292653,291.43,True
Dylan,Johnson,40.65328581,40.65,False
Pamela,King,282.4817647,282.48,True
Jesse,Frazier,95.66568525,95.67,False
Edward,Russell,103.2235913,103.22,True
Diana,Mcdonald,183.096436,183.1,True
Randy,Dawson,192.1441514,192.14,True
Jasmine,Williams,286.1692336,286.17,True
Robert,Smith,124.219007,124.22,True
Sara,Young,183.9944858,183.99,True
Samantha,Gonzalez,205.5899257,205.59,True
Christina,Torres,286.2681619,286.27,True
Maria,Bailey,141.9076294,141.91,True
Charles,Bartlett,94.22658657,94.23,False
Natalie,Parker,238.0161589,238.02,True
Paula,Hernandez DDS,48.88381678,48.88,False
Jessica,Jenkins,14.94777896,14.95,False
Drew,Henson,223.0761309,223.08,True
Michael,Davis,17.98090899,17.98,False
Ian,Ramos,23.68465648,23.68,False
Anna,Wright,235.5824596,235.58,True
Ashley,Anderson,74.40865878,74.41,False
Jennifer,Wright,298.1278773,298.13,True
Nicole,Lopez,67.72888616,67.73,False
Tara,Ellis,21.92761435,21.93,False
Hannah,Elliott,42.35003061,42.35,False
Gavin,Rodriguez,116.3664242,116.37,True
Johnny,Jackson,291.5968901,291.6,True
Martin,Garrett,147.0670556,147.07,True
Terri,Hayes,167.3609673,167.36,True
Adam,Huang,260.8409357,260.84,True
Carolyn,Garner,104.4106535,104.41,True
Lisa,Lee,130.2202511,130.22,True
Rodney,Escobar,8.711600244,8.71,False
Michael,Johnson,144.5450063,144.55,True
Michelle,Carter DVM,55.94822858,55.95,False
John,Dunn,81.5436983,81.54,False
Terry,Pierce,297.8661824,297.87,True
David,Buck,258.7910904,258.79,True
Jennifer,Newman,149.3096363,149.31,True
Cynthia,Lee,246.5934196,246.59,True
Sylvia,Clark,299.5252351,299.53,True
Joseph,Taylor,86.08285036,86.08,False
Kathleen,Barton,37.4218087,37.42,False
Michael,Harris Jr.,52.86340979,52.86,False
Eric,Benson,172.1967218,172.2,True
Curtis,Butler,44.51322087,44.51,False
Brittany,Le,51.04878875,51.05,False
Jeremiah,Sims,101.161794,101.16,True
David,Davis,290.4227547,290.42,True
Tiffany,Bond,181.4895479,181.49,True
Patricia,Chen,61.60059465,61.6,False
William,Crawford,181.7603749,181.76,True
Christina,Roberts,29.28680092,29.29,False
Jerome,Scott,232.1441336,232.14,True
Jeffery,Walker,272.0840276,272.08,True
Todd,Alvarez,212.1733632,212.17,True
John,Henry,223.9911858,223.99,True
James,Miles,156.3675778,156.37,True
Michael,Downs,31.19720611,31.2,False
Kayla,Wheeler,6.095911005,6.1,False
Charles,Martin,161.2752287,161.28,True
Harold,Bennett,135.042355,135.04,True
Michael,Swanson,200.3923528,200.39,True
Janet,Mcdonald,79.80353707,79.8,False
Brett,Willis,244.4064115,244.41,True
Jacob,Smith,27.92322882,27.92,False
Alexa,Webb,167.5688585,167.57,True
Louis,Klein,40.12200004,40.12,False
Tony,Yu,15.74238645,15.74,False
Lisa,Goodman,121.0784096,121.08,True
Kimberly,Hernandez,36.97352302,36.97,False
Phillip,Friedman,145.8418308,145.84,True
Brian,Lam,2.900394487,2.9,False
Kristin,Wilkins,251.8510287,251.85,True
Joshua,Lynch,188.878111,188.88,True
Blake,Mclaughlin,276.6512157,276.65,True
Billy,Olsen,10.00480704,10.0,False
Shawn,Brock,179.6158086,179.62,True
Danielle,Jones,222.6952076,222.7,True
Jim,Gomez,60.12919733,60.13,False
Sabrina,Henderson,178.7453853,178.75,True
David,Pennington,245.3184012,245.32,True
Deborah,Williams,137.015971,137.02,True
Stephanie,Bowman,227.0047204,227.0,True
Joseph,Frazier,176.4533023,176.45,True
Ryan,Mclaughlin,249.864376,249.86,True
Tony,Hall,135.8550959,135.86,True
Timothy,Martin,289.2653637,289.27,True
John,Obrien,261.8481216,261.85,True
Barbara,Johnson,53.80589508,53.81,False
Brandon,Marshall,139.8477827,139.85,True
Carrie,Miller,11.55550873,11.56,False
Samantha,Dean,261.6193407,261.62,True
Jamie,Wilson,87.74932378,87.75,False
Carlos,Acosta,236.6035296,236.6,True
Amy,Bennett,228.7494578,228.75,True
Dominique,Wells,116.6435954,116.64,True
Sarah,Bright,237.5160783,237.52,True
Michael,Barton,111.5883392,111.59,True
Rebecca,Anderson,172.3062642,172.31,True
Megan,Riggs,31.41542458,31.42,False
Whitney,Andrews,44.1176993,44.12,False
Catherine,Jones,127.0135122,127.01,True
William,Andrews,236.2180763,236.22,True
Kathleen,Edwards,158.3239538,158.32,True
Roger,Frost,220.4688874,220.47,True
Justin,Johnson,255.8491608,255.85,True
Valerie,Young,265.1702577,265.17,True
Samantha,Perez,239.9469797,239.95,True
Devin,Allen,72.15833791,72.16,False
Stephanie,Little,238.9238728,238.92,True
Melanie,Miller,27.5070475,27.51,False
Erica,Beck,2.408526397,2.41,False
Toni,Dunn,168.373362,168.37,True
Eric,Dunn,211.8975891,211.9,True
David,Jackson,169.3550529,169.36,True
Melanie,Gates,94.66629008,94.67,False
Heather,Pierce,17.41061969,17.41,False
Jordan,Lewis,153.0146174,153.01,True
Michele,Johnson,255.7149801,255.71,True
Samantha,Ryan,249.4925261,249.49,True
Christopher,Hudson,201.9997518,202.0,True
Zachary,Williams,106.5992164,106.6,True
Donna,Davis,66.72879991,66.73,False
Jordan,Erickson,237.7720748,237.77,True
Christopher,Nolan,88.7427826,88.74,False
Evelyn,Hanna,11.36458787,11.36,False
Jason,Johnson,250.2314702,250.23,True
Barbara,Caldwell,224.7115849,224.71,True
Ronald,Huff,7.220543464,7.22,False
Holly,Norris,216.2305109,216.23,True
Derrick,Carter,11.83791299,11.84,False
Kenneth,Golden,285.8508169,285.85,True
Grace,Edwards,70.08655795,70.09,False
Jonathan,Rios,57.71259736,57.71,False
Mackenzie,Miller,265.5941732,265.59,True
Tammy,Taylor,138.8559857,138.86,True
Reginald,King,207.3305606,207.33,True
Matthew,Fletcher,130.5591612,130.56,True
Elizabeth,Jordan,177.7124355,177.71,True
Sally,Santiago,45.11902986,45.12,False
James,Johnson,12.89573538,12.9,False
Jason,Saunders,242.8437386,242.84,True
Carol,Hernandez,4.624370641,4.62,False
Kendra,Dawson,291.5212704,291.52,True
James,Hess DDS,58.42698092,58.43,False
Michael,Stokes,25.51886602,25.52,False
Jeffrey,Martinez,147.6903791,147.69,True
Joseph,Bell,102.9874282,102.99,True
Pamela,Black,140.719389,140.72,True
Robert,Jordan,100.4711011,100.47,True
Kathy,Baker,263.5511899,263.55,True
Brian,Bailey,115.3628316,115.36,True
Mitchell,Clark,190.2857937,190.29,True
Kelly,Mcintyre,168.7344269,168.73,True
Susan,Ali,260.5821259,260.58,True
Latoya,Gonzales,205.0424222,205.04,True
Olivia,Mayo,251.5393163,251.54,True
Thomas,Anderson,221.0320214,221.03,True
Todd,Jennings,182.3938507,182.39,True
Paul,Dixon,22.25760841,22.26,False
Julie,Torres,130.6787559,130.68,True
James,Miller,202.2296492,202.23,True
John,Howard,80.73869922,80.74,False
Anne,Savage,134.0405497,134.04,True
Richard,Wilson,226.8917134,226.89,True
Amber,Esparza,187.5777824,187.58,True
Todd,Armstrong,99.18946135,99.19,False
Aaron,Richardson,118.4556824,118.46,True
Gregory,Pollard,234.1382368,234.14,True
Jon,Butler,225.7678307,225.77,True
Chelsea,Madden,116.6229213,116.62,True
Misty,Ramos,234.0837103,234.08,True
Ryan,Murphy,233.787281,233.79,True
Brittany,Sandoval,259.1615163,259.16,True
Rose,Stanton,132.5843724,132.58,True
Kristen,Banks,287.0092393,287.01,True
Julia,Stokes,140.3125662,140.31,True
Paul,Phillips,186.004365,186.0,True
Amber,Thompson,128.4038652,128.4,True
Valerie,Norton,278.473292,278.47,True
Adam,Parker,228.1780449,228.18,True
Jennifer,Gonzales,201.9577223,201.96,True
Jacqueline,Hernandez,260.086074,260.09,True
Cory,Walker,276.8951661,276.9,True
Jennifer,Miller,220.5202145,220.52,True
Dawn,Bond,270.3604905,270.36,True
Tara,Daniel,247.6926552,247.69,True
Rebecca,Thompson DDS,136.4907152,136.49,True
Victor,Serrano,260.1217048,260.12,True
Elizabeth,Bell,55.220858,55.22,False
Julie,Coleman,122.6292673,122.63,True
Jennifer,Brown,8.634621797,8.63,False
Jessica,Moore,266.6472363,266.65,True
John,Ramirez,160.9401531,160.94,True
Becky,Hall,271.1221772,271.12,True
Christine,Smith,295.80399,295.8,True
Christopher,Osborne,146.2329234,146.23,True
Jacob,Hernandez,7.999586638,8.0,False
Jennifer,Rogers,128.5133967,128.51,True
Tammy,Young,19.64948762,19.65,False
James,Lewis,56.04829693,56.05,False
Charles,Stanley,74.1148732,74.11,False
Christina,Garcia,85.95341522,85.95,False
Heather,Davis,74.29698857,74.3,False
Ashley,Fuentes,228.8808044,228.88,True
Jorge,Brown,2.668016258,2.67,False
Sierra,Park MD,205.5258599,205.53,True
Todd,Miller,272.9947016,272.99,True
Jeffrey,Sanchez,71.25953585,71.26,False
Crystal,Luna,99.9830512,99.98,False
Devin,Flores,60.75152093,60.75,False
Bianca,Martin,123.5356854,123.54,True
Danielle,Snyder,26.67738087,26.68,False
Edward,Carney,265.0690245,265.07,True
Joseph,Grimes,268.7529259,268.75,True
April,Fowler,164.807737,164.81,True
Michelle,Mccoy,145.0996084,145.1,True
Alicia,Stone MD,21.30617961,21.31,False
Micheal,Lloyd,215.1732624,215.17,True
Richard,Ortiz,148.9167449,148.92,True
Jasmine,Reyes,44.61653265,44.62,False
Tony,Smith,114.4025946,114.4,True
Mary,Melton,198.305836,198.31,True
William,Griffin,146.0813867,146.08,True
Scott,Vargas,58.25361228,58.25,False
Adam,Guerra,13.06034675,13.06,False
Christina,Vang,215.2971497,215.3,True
Nicole,Williams,189.1902467,189.19,True
Erica,Powers,142.7933784,142.79,True
Angela,Garcia,175.2561835,175.26,True
Melissa,Brown,257.9026846,257.9,True
John,Santiago,55.75051528,55.75,False
Donald,Nelson,20.74710164,20.75,False
Misty,Bell,263.0063735,263.01,True
Vanessa,Barnes,81.07265035,81.07,False
Brian,Austin,212.6489366,212.65,True
Jeffrey,King,252.2896877,252.29,True
Levi,Vaughn,142.1224476,142.12,True
Melanie,Blake,244.2496518,244.25,True
Marvin,Franklin,219.6697621,219.67,True
Angela,Massey,110.5922776,110.59,True
Lisa,Cole,202.2032766,202.2,True
George,Stark,103.6304844,103.63,True
Jeffrey,Salas,232.9586528,232.96,True
Richard,Reeves,85.83249893,85.83,False
Heather,Maldonado,292.4101672,292.41,True
Shelly,Mcdaniel,267.5668047,267.57,True
David,Ryan,80.92148227,80.92,False
Tyler,Trevino,75.70611538,75.71,False
Christina,Jackson,155.4855824,155.49,True
Jodi,Peterson,20.74948998,20.75,False
Melissa,Carney,42.0237226,42.02,False
David,Cole,113.4241367,113.42,True
Ricardo,Weber,215.4765291,215.48,True
Jessica,Mckenzie,280.9707751,280.97,True
James,Ramirez,36.28177824,36.28,False
Jeffrey,Wise,77.17375689,77.17,False
Brandy,Fisher,169.5800524,169.58,True
Renee,Barrera,246.0147811,246.01,True
Melanie,Wiggins,14.97387711,14.97,False
Alexander,Mckee,171.6037468,171.6,True
Sheryl,Hill,9.161919917,9.16,False
Sandra,White,272.9878419,272.99,True
Christopher,Thompson,22.06905227,22.07,False
Mr.,Daniel Smith,130.7526411,130.75,True
Theresa,Johnson,61.15255402,61.15,False
Kristopher,Cunningham,127.4296829,127.43,True
Nathan,Morgan,166.2127571,166.21,True
David,Murray,110.6025674,110.6,True
April,Taylor,2.033803094,2.03,False
Daniel,Herrera,245.1409137,245.14,True
John,Mcpherson,200.3253003,200.33,True
Scott,Simmons,44.45087327,44.45,False
Gary,Tran,86.68368261,86.68,False
